,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
188,HLCC/4,95.0,167.0,45.0,macd,0.2142551204119427,0.1195860930530512,3.0,47.0,145.0,4H,0.0467976407890254
189,HL/2,180.0,319.0,29.0,macds,0.1175033155222562,0.1395496048434265,6.0,184.0,76.0,4H,0.0461646975014543
190,high,137.0,133.0,43.0,macd,0.154888316368162,0.1457273267593405,6.0,97.0,246.0,4H,0.0448614406583043
191,low,199.0,308.0,5.0,macdh,0.0275333117782065,0.0238017800847487,6.0,201.0,2.0,4H,0.044668592321372
192,open,244.0,558.0,34.0,macdh,0.2086801516789828,0.0998002238779968,4.0,80.0,224.0,4H,0.0436741254117064
193,close,30.0,445.0,44.0,macds,0.1033848007645206,0.1652184393167636,4.0,308.0,147.0,4H,0.0408813347968643
194,HL/2,27.0,645.0,20.0,macdh,0.1185520122952551,0.0944908316776563,1.0,294.0,101.0,4H,0.0406583687770534
195,close,97.0,132.0,38.0,macd,0.1555799871676434,0.097755377785438,1.0,295.0,261.0,4H,0.0393294729965624
196,HLC/3,97.0,286.0,20.0,macd,0.1544262891709699,0.0925912102052595,6.0,65.0,124.0,4H,0.0385286385011499
197,HL/2,85.0,178.0,18.0,macd,0.1675259185298918,0.072200503081445,6.0,341.0,154.0,4H,0.0364385209849855
198,OHLC/4,233.0,511.0,6.0,macds,0.1154038728948634,0.0986483193404279,2.0,142.0,27.0,4H,0.0357100141192554
199,HLC/3,148.0,316.0,12.0,macds,0.106870074140513,0.0892020623218171,1.0,343.0,115.0,4H,0.0336586737170185
200,low,84.0,216.0,50.0,macd,0.0911437134579939,0.0915482455637394,6.0,428.0,289.0,4H,0.0321967655679507
201,low,16.0,154.0,32.0,macd,0.0893692495964476,0.0456637661322319,5.0,368.0,56.0,4H,0.0319607239825315
202,HL/2,6.0,650.0,47.0,macd,0.0734301433950875,0.0339120181249317,5.0,15.0,26.0,4H,0.0310315226505154
203,HLC/3,104.0,108.0,14.0,macd,0.1065371636724039,0.0571818512597329,3.0,487.0,66.0,4H,0.0289916618862371
204,high,105.0,108.0,13.0,macd,0.1373516662930329,0.0417189264923438,2.0,427.0,403.0,4H,0.0284059302396266
205,high,99.0,277.0,14.0,macd,0.0296219054532292,0.1782552461836507,6.0,476.0,167.0,4H,0.0276421467127489
206,HLCC/4,124.0,285.0,34.0,macd,0.1381901477238867,0.0372092415721884,2.0,422.0,80.0,4H,0.0273986583418831
207,HLC/3,57.0,199.0,3.0,macds,0.0667292384235712,0.0469902158546979,6.0,338.0,309.0,4H,0.0232342076557853
208,open,43.0,229.0,32.0,macds,0.0736901487572132,0.0421563381586946,2.0,336.0,181.0,4H,0.0231620734618118
209,OHLC/4,59.0,664.0,41.0,macd,0.028601367003069,0.0196574278257482,4.0,278.0,20.0,4H,0.0198920941181577
210,high,21.0,616.0,23.0,macdh,0.0502949205096319,0.0257249313994937,3.0,100.0,74.0,4H,0.0198005171778658
211,HLC/3,291.0,324.0,23.0,macdh,0.0290322208476354,0.0357805489111276,6.0,234.0,40.0,4H,0.0184031783933445
212,close,182.0,209.0,4.0,macd,0.0431339619883976,0.0167637660232323,2.0,295.0,160.0,4H,0.0142478820461
213,low,146.0,150.0,33.0,macd,0.0708682662301202,0.0084983430506739,4.0,70.0,212.0,4H,0.0134054692000598
214,low,71.0,106.0,42.0,macds,0.0205076124953763,0.0049404104338432,1.0,69.0,4.0,4H,0.0122175337096939
215,close,67.0,358.0,9.0,macd,0.0358132410739577,0.0040733266672252,1.0,22.0,178.0,4H,0.0083563691929821
216,HLC/3,55.0,322.0,44.0,macd,-0.0002133767520593,-0.0943928077633284,3.0,415.0,229.0,4H,-0.0043189880130044
