,RSI_apply_to,RSI_length,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
46,HLC/3,113.0,0.3846388912036637,0.3666253969841342,6.0,16.0,12.0,4H,0.1686235464786134
47,open,31.0,0.2762221285234992,0.2661400426813673,6.0,16.0,375.0,4H,0.1675648368081755
48,OHLC/4,56.0,0.3778451268977239,0.3548400366440026,2.0,23.0,281.0,4H,0.1658091346099428
49,high,195.0,0.7628175382894962,0.7442057239968561,3.0,49.0,33.0,4H,0.1656028808378306
50,open,151.0,0.3634514829714316,0.3562835656999578,6.0,11.0,8.0,4H,0.1638980239354365
51,high,237.0,0.8235138171942111,0.8121556393400426,4.0,35.0,426.0,4H,0.1589109418364469
52,open,69.0,0.9712690198416112,0.9585781295114912,3.0,196.0,346.0,4H,0.1550038009635916
53,close,42.0,0.3537799598200773,0.3274213818177256,3.0,34.0,499.0,4H,0.1547616725253219
54,open,65.0,0.9631967012254524,0.9490593680790048,4.0,167.0,60.0,4H,0.1540598436448805
55,high,146.0,0.6084204446070719,0.5953914338993398,2.0,36.0,66.0,4H,0.153580281888179
56,HL/2,82.0,0.6880159972632146,0.6377140558472015,6.0,102.0,152.0,4H,0.1519747732952967
57,OHLC/4,67.0,0.967383309932342,0.9060360167183072,6.0,192.0,194.0,4H,0.1519152413402373
59,open,53.0,0.9203897184923684,0.900590172265888,6.0,259.0,56.0,4H,0.1491144225734318
58,open,53.0,0.9203897184923684,0.900590172265888,1.0,257.0,183.0,4H,0.1491144225734318
60,open,44.0,0.2241031444095031,0.201980044016193,3.0,12.0,99.0,4H,0.1482619256054355
61,open,52.0,0.272992859194678,0.2525629674049542,4.0,18.0,386.0,4H,0.146924063137066
62,high,163.0,0.7210238238045494,0.7072021541153436,6.0,64.0,263.0,4H,0.1451715386924808
63,HLCC/4,33.0,0.2631296921808307,0.2405762398855024,6.0,19.0,137.0,4H,0.1448398087186514
64,close,57.0,0.5773209339724974,0.5840051006976652,6.0,108.0,119.0,4H,0.1392006652899401
65,close,99.0,0.4664110526215456,0.4067258582269808,4.0,44.0,477.0,4H,0.1384839846338563
66,HLC/3,262.0,0.4483354428666009,0.4429933421483505,1.0,17.0,126.0,4H,0.1335756120337537
67,high,277.0,0.55056116307034,0.5328453237857643,4.0,42.0,401.0,4H,0.1328920210061593
68,close,69.0,0.1794682823492276,0.1693327291956337,5.0,12.0,130.0,4H,0.1298236166483126
69,high,156.0,0.7270311989821955,0.7155865732825273,5.0,91.0,235.0,4H,0.1276708473701838
70,high,17.0,0.260563115697527,0.2506195609708918,6.0,49.0,258.0,4H,0.1251266217686913
71,high,105.0,0.5747037366851224,0.5605391236539465,6.0,64.0,162.0,4H,0.1245662528837575
72,close,91.0,0.1988065416041183,0.1733898353634488,3.0,10.0,450.0,4H,0.1245128318468408
73,low,96.0,0.5716501417527786,0.5521095929182039,1.0,59.0,98.0,4H,0.1237187774133734
74,high,103.0,0.5681046158314927,0.5539378369024242,2.0,62.0,343.0,4H,0.1235985947342847
75,high,105.0,0.5665257438107678,0.5522326725038945,2.0,65.0,45.0,4H,0.1233571515873793
76,HLC/3,41.0,0.5731604875236869,0.5456383027298994,5.0,110.0,341.0,4H,0.1233419417154228
77,HLC/3,27.0,0.4934468495289795,0.4706192220311632,3.0,143.0,358.0,4H,0.1229324894361296
78,close,67.0,0.4890443939420216,0.4589139602137095,3.0,103.0,42.0,4H,0.1215411049674819
79,HLCC/4,31.0,0.5571024915569126,0.5262280236352195,6.0,110.0,307.0,4H,0.1207128326256212
80,close,61.0,0.4904472510823655,0.4476842874238832,6.0,120.0,464.0,4H,0.1206566828271951
81,high,6.0,0.5463949631926921,0.5128280071399314,1.0,179.0,386.0,4H,0.1189076759722513
82,low,103.0,0.3542626136240111,0.2942830595049862,6.0,28.0,217.0,4H,0.1185960403534408
83,close,58.0,0.4742322423852843,0.4312566179641267,5.0,128.0,102.0,4H,0.1178344500233846
84,open,21.0,0.6439389377318849,0.6314549136375497,3.0,173.0,494.0,4H,0.1176022619685918
85,close,103.0,0.4573695749629642,0.4369483974859368,1.0,82.0,318.0,4H,0.1169308579892584
86,OHLC/4,117.0,0.4622964518308481,0.4319365180919581,2.0,43.0,213.0,4H,0.1168988279181313
87,HL/2,150.0,0.4908921170567792,0.4029745130287042,2.0,40.0,392.0,4H,0.1165336120803211
88,HL/2,28.0,0.2500144913405696,0.2423755949721936,2.0,40.0,457.0,4H,0.1163614540050051
89,HLCC/4,21.0,0.3037286396543591,0.2869536641714187,6.0,59.0,431.0,4H,0.1161956870669986
90,OHLC/4,104.0,0.6324813413990114,0.6113566428841057,1.0,104.0,23.0,4H,0.1156469317670679
91,OHLC/4,77.0,0.648537373841145,0.589000195525406,5.0,206.0,12.0,4H,0.1151781626558318
92,open,19.0,0.3034540577624973,0.3134518217098558,2.0,63.0,97.0,4H,0.115025618372622
93,open,36.0,0.3307831614138991,0.3236611929089615,3.0,55.0,203.0,4H,0.114442504435137
94,low,137.0,0.5035781276003476,0.489182282305293,4.0,55.0,214.0,4H,0.1139102861079888
95,open,147.0,0.438588820854184,0.4206792780396571,1.0,39.0,304.0,4H,0.1138587001815514
96,HLC/3,62.0,0.5218705588316667,0.4670553855085145,4.0,123.0,397.0,4H,0.1135082628421783
97,low,299.0,0.6172462773955131,0.5911017340186334,4.0,25.0,375.0,4H,0.1134297307944239
98,HLCC/4,137.0,0.4646282990641898,0.3912601517458986,4.0,40.0,409.0,4H,0.1132975246157913
99,OHLC/4,75.0,0.6326591742979283,0.570606677598297,5.0,198.0,217.0,4H,0.1130287393419526
100,high,68.0,0.4019908996032481,0.3587712642742734,4.0,72.0,300.0,4H,0.1129825287624107
101,HLC/3,102.0,0.6058484740432217,0.5820000155427364,1.0,106.0,277.0,4H,0.1121456249130485
102,close,58.0,0.2467876126409416,0.1899235958501778,1.0,32.0,34.0,4H,0.1120317651216435
103,HLC/3,7.0,0.2508060790610584,0.2544020333785318,5.0,69.0,213.0,4H,0.1119679617898859
104,HLC/3,75.0,0.6279221162436022,0.5520248324854776,4.0,209.0,359.0,4H,0.1115085397451096
105,close,88.0,0.26085716436753,0.2043761415833488,4.0,23.0,379.0,4H,0.1114984348202883
106,HLC/3,60.0,0.5068170718514152,0.4520520617058871,1.0,118.0,222.0,4H,0.1111894665674713
