,RSI_apply_to,RSI_length,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
204,OHLC/4,226.0,0.269154681784745,0.2832612697333493,6.0,489.0,48.0,4H,0.091354450998042
205,HLCC/4,158.0,0.3066445763603381,0.3040482056673914,3.0,266.0,60.0,4H,0.0906892700870021
206,HLCC/4,208.0,0.2512266631204016,0.2448305998546823,2.0,63.0,35.0,4H,0.0903727624192328
207,close,129.0,0.248939307818015,0.246250497043085,2.0,259.0,53.0,4H,0.0902714904725718
208,HL/2,136.0,0.2696137822081391,0.2673174758166676,3.0,238.0,57.0,4H,0.0896581582691857
209,high,224.0,0.3168905638026468,0.3694044983111302,5.0,415.0,64.0,4H,0.088890274172123
210,open,209.0,0.3404832167554227,0.3378570392116434,1.0,247.0,75.0,4H,0.0883744336963281
211,low,140.0,0.2618539598795913,0.2591922943291734,2.0,254.0,61.0,4H,0.0878807478363838
212,high,121.0,0.2139568563686371,0.257579848912322,1.0,375.0,56.0,4H,0.0871243958304979
213,high,218.0,0.302542988117037,0.3554549373073542,5.0,262.0,59.0,4H,0.0864120479153409
214,HLCC/4,124.0,0.2317942148499985,0.2291883236880009,3.0,415.0,54.0,4H,0.086064775900762
215,HLCC/4,214.0,0.326826283246386,0.3240836770217746,1.0,141.0,74.0,4H,0.0859755826538804
216,high,151.0,0.2571375892394844,0.3063461740054824,4.0,461.0,55.0,4H,0.0857345761627584
217,close,165.0,0.3187139730994304,0.3247476090966774,4.0,356.0,141.0,4H,0.0853164492308965
218,HLC/3,171.0,0.3181836028004489,0.3243799382796319,4.0,177.0,132.0,4H,0.0852369060938847
219,HLCC/4,169.0,0.3177047320623096,0.3238383064679743,4.0,202.0,133.0,4H,0.0851466798087797
220,HLCC/4,83.0,0.3714696339867216,0.3900385118673995,3.0,383.0,83.0,4H,0.0833739287193887
221,open,177.0,0.3092652430172914,0.3040864092079906,5.0,37.0,129.0,4H,0.0826341932829167
222,low,200.0,0.3037555617603911,0.3010944354429423,1.0,211.0,65.0,4H,0.0818702417468725
1,open,106.0,0.21428931537400656,0.21275540082957026,4.0,315.0,54.0,4H,0.0817875977390406
223,HL/2,173.0,0.2915714111065602,0.3033090347615207,6.0,154.0,133.0,4H,0.0809581381820862
224,OHLC/4,159.0,0.1954346376004567,0.1925489226215875,6.0,104.0,39.0,4H,0.0807650665892722
225,close,119.0,0.210801841869689,0.2079547347547864,2.0,275.0,54.0,4H,0.0807250185305172
226,HL/2,148.0,0.2905609564416473,0.298046681961952,2.0,315.0,143.0,4H,0.0803941163534141
227,low,143.0,0.2960535965237845,0.2905298676999384,1.0,192.0,142.0,4H,0.0802116517058816
228,close,139.0,0.2892431643783242,0.2962018991285389,5.0,70.0,136.0,4H,0.0801064337309256
229,high,164.0,0.283010016304778,0.3022850404910055,6.0,156.0,137.0,4H,0.0800675557194757
230,HLCC/4,201.0,0.2937693752765293,0.2910390196502337,5.0,317.0,75.0,4H,0.0800515348106655
231,HLCC/4,157.0,0.1924334487609458,0.1895939526845488,1.0,167.0,41.0,4H,0.0799363584744562
232,HLCC/4,137.0,0.2811749510583006,0.2884856525242946,1.0,385.0,137.0,4H,0.0786594126446261
233,high,154.0,0.2715860451212235,0.2909746456486192,6.0,10.0,133.0,4H,0.0779778547396378
234,HL/2,158.0,0.266385815444005,0.2787532857751563,5.0,341.0,127.0,4H,0.0763766807499148
235,OHLC/4,228.0,0.3378885720286502,0.3253128538234525,4.0,440.0,156.0,4H,0.0760404898838473
236,high,145.0,0.2606759267564085,0.2801612629755309,3.0,351.0,136.0,4H,0.075954484589211
237,HL/2,201.0,0.3348606969991686,0.3224725416969966,3.0,401.0,166.0,4H,0.0755913850554273
238,high,143.0,0.2581759504066045,0.2776819377460131,6.0,64.0,143.0,4H,0.0754868938629069
239,HL/2,197.0,0.3337893943137087,0.3214107415146682,4.0,342.0,177.0,4H,0.075427718312973
240,HL/2,196.0,0.3335257998043564,0.321149540689927,2.0,48.0,147.0,4H,0.0753874251498833
241,OHLC/4,202.0,0.3299512550460001,0.3174388023397006,2.0,201.0,159.0,4H,0.0748267006092468
242,high,145.0,0.1692308290243019,0.2040881881454417,1.0,189.0,42.0,4H,0.0745577624663161
243,close,43.0,0.1012684538858416,0.1200701794555083,4.0,66.0,23.0,4H,0.0744953935360391
244,open,147.0,0.2582650397990809,0.2650285974553944,3.0,338.0,131.0,4H,0.074330981949731
245,low,204.0,0.3249031994325062,0.3123671169570597,4.0,246.0,170.0,4H,0.0740445496774674
246,HLCC/4,201.0,0.3242961260235302,0.3120158349686704,6.0,302.0,172.0,4H,0.073970654675173
247,high,81.0,0.1643982267571611,0.1735108023470507,3.0,397.0,59.0,4H,0.0736405845996197
248,HLCC/4,193.0,0.3221287118373105,0.3098719252451922,2.0,470.0,170.0,4H,0.0736360616330176
249,high,135.0,0.2479273275911314,0.2675123641265362,3.0,234.0,147.0,4H,0.0735540351544667
250,close,222.0,0.3181459168549963,0.3058540794132279,2.0,417.0,145.0,4H,0.0730130023799523
251,OHLC/4,118.0,0.2559231164926422,0.2505066571498545,2.0,35.0,131.0,4H,0.0727266102675433
252,high,240.0,0.2508955292636621,0.2533703265422891,4.0,200.0,76.0,4H,0.0725214771449584
253,OHLC/4,112.0,0.1790794442655276,0.1762204065433285,4.0,260.0,60.0,4H,0.0723481995228591
254,open,201.0,0.3152882873538869,0.2936560988680213,4.0,14.0,161.0,4H,0.0718128701574382
255,close,286.0,0.3050199837515087,0.2976599461049403,3.0,33.0,51.0,4H,0.0713459887869233
256,high,125.0,0.2346445016020478,0.2543191694306045,2.0,131.0,140.0,4H,0.0710090293716071
257,high,184.0,0.2167393392554759,0.2718311357415011,6.0,388.0,69.0,4H,0.0707070521930463
258,high,184.0,0.2167393392554759,0.2718311357415011,2.0,303.0,70.0,4H,0.0707070521930463
259,low,93.0,0.1715489770355989,0.1700043810200692,1.0,261.0,51.0,4H,0.0704709020549854
260,HL/2,275.0,0.298619822560396,0.2908071917358051,1.0,52.0,50.0,4H,0.0702955644158974
261,HLCC/4,181.0,0.240643438437284,0.2379355540080864,6.0,215.0,75.0,4H,0.070037108151951
262,HLC/3,102.0,0.1862652300453796,0.1835232933861278,4.0,195.0,64.0,4H,0.0699210050791832
263,low,90.0,0.2405113287586386,0.2347431014837678,3.0,366.0,140.0,4H,0.0697096992066701
264,high,182.0,0.211445033515266,0.2666571644852155,6.0,38.0,72.0,4H,0.0696788004150655
265,low,276.0,0.2923555153438801,0.2846925153754839,2.0,407.0,51.0,4H,0.0693078527574776
266,close,159.0,0.1561872753294494,0.1759488918914518,3.0,348.0,36.0,4H,0.0690882953012894
267,low,81.0,0.2354912760699229,0.229621482409748,4.0,283.0,142.0,4H,0.068714152846842
268,low,80.0,0.2351650174987287,0.2292816983632581,3.0,457.0,134.0,4H,0.0686485106281541
269,low,78.0,0.2346857519062177,0.2287738131641189,6.0,270.0,147.0,4H,0.0685511526672739
270,HLCC/4,93.0,0.2263441578424774,0.2346724691151762,6.0,318.0,148.0,4H,0.0683063209177
271,HLCC/4,88.0,0.2212145422788945,0.2295508517452265,6.0,106.0,132.0,4H,0.0672895996026792
272,high,194.0,0.2378931892805111,0.3183338657078272,3.0,102.0,146.0,4H,0.067159627869387
273,HL/2,91.0,0.2183118903767931,0.2273997093800221,5.0,19.0,142.0,4H,0.0667840647799866
274,HL/2,172.0,0.2239090507950482,0.2213100773597386,1.0,67.0,66.0,4H,0.0667433544043317
275,close,275.0,0.2331501870457254,0.3136493106012645,1.0,86.0,155.0,4H,0.066381444539801
276,HL/2,171.0,0.2207855644865814,0.2181828135892805,6.0,134.0,72.0,4H,0.0661171544815846
277,open,107.0,0.2124518145039801,0.2185168190816627,1.0,500.0,128.0,4H,0.0653078703112377
278,HLCC/4,103.0,0.1506858566081165,0.1477311677502457,2.0,275.0,59.0,4H,0.0644033743973705
279,open,102.0,0.2070175794845422,0.2130403790681993,6.0,446.0,132.0,4H,0.0642007548397617
280,low,61.0,0.2158720860561217,0.2003889412814122,2.0,275.0,152.0,4H,0.0637882219212994
281,low,61.0,0.2158720860561217,0.2003889412814122,2.0,174.0,129.0,4H,0.0637882219212994
282,low,55.0,0.2105419134934496,0.1949224347687859,1.0,54.0,148.0,4H,0.0626783008322744
283,close,199.0,0.2005084233745039,0.2035999498133121,6.0,52.0,87.0,4H,0.0625682266888008
284,close,198.0,0.1988358083769031,0.201952156102818,5.0,261.0,90.0,4H,0.0622249822339582
285,OHLC/4,291.0,0.250183627223803,0.23898923567951,6.0,33.0,54.0,4H,0.0620724764127484
286,HLCC/4,166.0,0.1990892739829003,0.1963990945038121,2.0,25.0,70.0,4H,0.0616755263886948
287,OHLC/4,295.0,0.2441125207696408,0.232875930723766,6.0,265.0,65.0,4H,0.0610367709770967
288,open,65.0,0.1904077858103241,0.1968228942093985,2.0,194.0,137.0,4H,0.0608093725541246
289,HLC/3,295.0,0.2422071200247949,0.230951971272635,5.0,495.0,75.0,4H,0.0607094348736794
290,low,291.0,0.2404970109456805,0.229433398775022,4.0,299.0,57.0,4H,0.0604331786398722
291,open,78.0,0.1882934666854896,0.1943862548678362,1.0,175.0,140.0,4H,0.0603324115335967
292,high,82.0,0.1796128482244279,0.1995000185565909,5.0,214.0,131.0,4H,0.0599069482941443
293,open,271.0,0.2361132496919054,0.2249589982796154,4.0,317.0,66.0,4H,0.0596707147265285
294,OHLC/4,282.0,0.235558885440833,0.224283866189474,5.0,281.0,69.0,4H,0.0595642720652452
295,open,268.0,0.2341096408469133,0.2229468330187524,1.0,174.0,70.0,4H,0.059323513660059
296,open,246.0,0.1422473834729226,0.1443922446328952,5.0,293.0,34.0,4H,0.0590014545201231
297,low,157.0,0.1853202302154176,0.182693445540963,3.0,121.0,72.0,4H,0.0587848863155542
298,high,42.0,0.071302136566645,0.1269267544772197,3.0,344.0,43.0,4H,0.0583928223098754
299,high,285.0,0.1611039965408938,0.2825283173686049,3.0,290.0,59.0,4H,0.0566773360721917
300,OHLC/4,88.0,0.2082388881577436,0.2149178692949607,2.0,389.0,89.0,4H,0.0563591954354117
301,close,283.0,0.2128429530020457,0.2015116913524905,2.0,447.0,66.0,4H,0.0555656635690518
302,close,280.0,0.2108989671769957,0.1995579134545709,4.0,156.0,57.0,4H,0.0552163633135928
303,open,198.0,0.1699958934904897,0.1613582234674341,1.0,391.0,78.0,4H,0.0548016449750304
304,HL/2,128.0,0.2000957635420427,0.196827699341236,5.0,255.0,72.0,4H,0.0540084069151224
305,close,114.0,0.1636072871900718,0.1595833378307068,1.0,334.0,69.0,4H,0.0539072461094258
306,close,175.0,0.1597303203663568,0.163432693364092,1.0,431.0,90.0,4H,0.0539046028101751
307,high,181.0,0.1581653333257263,0.1620101772633791,5.0,367.0,83.0,4H,0.0535716409598379
308,high,11.0,0.1124588850869129,0.0969505452290289,3.0,498.0,70.0,4H,0.0534429826831241
309,open,195.0,0.1106437433503575,0.098407037094793,6.0,476.0,33.0,4H,0.0534187454220607
310,close,196.0,0.1168224823442913,0.1283069331461999,2.0,78.0,47.0,4H,0.0531200960392482
311,HLCC/4,185.0,0.1065732551004505,0.1055583496800079,4.0,331.0,40.0,4H,0.0512988177338577
312,low,68.0,0.1424657075290036,0.1422209512279934,6.0,30.0,141.0,4H,0.0495383711801883
313,close,72.0,0.0918048632389691,0.0942513801965685,5.0,253.0,58.0,4H,0.049479710212014
314,low,70.0,0.1421202050062989,0.1419229699017576,1.0,143.0,152.0,4H,0.0494636987821631
315,high,193.0,0.0900761267507541,0.1341063293488394,1.0,201.0,42.0,4H,0.0494333063929766
316,OHLC/4,94.0,0.1189530845779162,0.1170560318217903,2.0,500.0,74.0,4H,0.0481156655634458
317,low,182.0,0.0925537745867562,0.0987067064555412,5.0,85.0,36.0,4H,0.0478601454442375
318,HL/2,112.0,0.1451500195236383,0.1419832929226438,4.0,25.0,65.0,4H,0.0435215924790161
319,OHLC/4,136.0,0.1181266172127313,0.1155176698450649,2.0,371.0,68.0,4H,0.0434225988547951
320,HLCC/4,76.0,0.1110809955231187,0.1118460244739257,4.0,33.0,130.0,4H,0.0420859551970624
