,RSI_apply_to,RSI_length,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
1093,open,287.0,-1.00000000000003,-1.0000000000000318,1.0,186.0,225.0,4H,-0.1259921049894899
1094,close,227.0,-1.0000000000000324,-1.0000000000000324,1.0,193.0,26.0,4H,-0.12599210498949
1095,low,22.0,-1.000000000000042,-1.0000000000000406,6.0,240.0,296.0,4H,-0.1259921049894908
1096,low,83.0,-1.000000000000128,-1.0000000000001286,3.0,210.0,78.0,4H,-0.1259921049894981
1097,HLC/3,256.0,-1.000000000000227,-1.0000000000002285,2.0,176.0,274.0,4H,-0.1259921049895064
1098,OHLC/4,287.0,-0.7112910205047067,-0.7162028791270799,6.0,136.0,451.0,4H,-0.126779137633125
1099,HLCC/4,153.0,-0.3321578381396137,-0.3502842451185365,2.0,49.0,264.0,4H,-0.1279418240813355
1100,close,299.0,-0.6008090240302032,-0.8743371475634323,6.0,116.0,175.0,4H,-0.1280830880053986
1101,high,145.0,-0.3173758371743513,-0.3684837094169543,2.0,49.0,212.0,4H,-0.1281607043946698
1102,HLC/3,269.0,-0.7249230136031521,-0.7297385320473226,5.0,146.0,429.0,4H,-0.1283826647367022
1103,HLC/3,273.0,-0.7252159883851523,-0.7300277707878211,4.0,157.0,173.0,4H,-0.1284169194601879
1104,close,292.0,-0.6061428024969121,-0.8789366418720799,4.0,154.0,154.0,4H,-0.1286858625930318
1105,HLCC/4,296.0,-0.7283297734818318,-0.7330935984078646,4.0,146.0,492.0,4H,-0.1287802194387575
1106,close,287.0,-0.6094512741368949,-0.8817941001479545,3.0,126.0,472.0,4H,-0.1290591270213281
1107,close,284.0,-0.6112290049569961,-0.883334286904021,3.0,145.0,305.0,4H,-0.1292596606464883
1109,close,276.0,-0.6151820387105057,-0.8867897840407283,2.0,127.0,43.0,4H,-0.1297064102226406
1108,close,276.0,-0.6151820387105057,-0.8867897840407283,1.0,120.0,308.0,4H,-0.1297064102226406
1110,low,293.0,-0.6177585735400635,-0.890171412107745,5.0,149.0,232.0,4H,-0.1300521307098495
1111,low,292.0,-0.6184055638247357,-0.8905604892470794,5.0,146.0,134.0,4H,-0.1301164685205967
1112,low,291.0,-0.6190377410877556,-0.8909369300420857,5.0,158.0,365.0,4H,-0.1301791285760101
1113,close,251.0,-0.6195338122756198,-0.8911778890370851,1.0,127.0,454.0,4H,-0.1302256306503475
1114,close,254.0,-0.6196959573228941,-0.8911870788977712,3.0,117.0,30.0,4H,-0.1302374382575572
1115,low,101.0,-0.7562113310851797,-0.7428519920686645,1.0,157.0,468.0,4H,-0.1309790455554923
1116,close,89.0,-0.759016343621142,-0.7411299782294557,2.0,281.0,235.0,4H,-0.1310393810644807
1117,OHLC/4,297.0,-0.4451836317806392,-0.5140339467230293,6.0,52.0,347.0,4H,-0.1317782278675841
1118,open,35.0,-0.1692175559446802,-0.179817279366923,2.0,9.0,450.0,4H,-0.1322401939856479
1119,low,115.0,-0.6191622801231871,-0.6230689904154812,2.0,216.0,175.0,4H,-0.1322809462410072
1120,close,89.0,-0.7700474081200722,-0.7525108984417845,3.0,372.0,383.0,4H,-0.1323417123497342
1121,low,91.0,-0.768084578497693,-0.7566191551923895,1.0,126.0,223.0,4H,-0.1324693655456778
1122,open,103.0,-0.7651012938760704,-0.7620734348950012,6.0,126.0,208.0,4H,-0.1326147762431146
1123,open,101.0,-0.7741955820178711,-0.7712487331445939,4.0,128.0,259.0,4H,-0.1336703385153532
1124,HL/2,222.0,-0.3529195813408492,-0.382986472135604,5.0,43.0,305.0,4H,-0.1344963705491501
1125,HL/2,220.0,-0.3532468711981809,-0.3831658784603227,6.0,47.0,449.0,4H,-0.1345589384158252
1126,HL/2,216.0,-0.3537855842880382,-0.3834062531036429,4.0,43.0,8.0,4H,-0.1346554523462989
1127,close,165.0,-0.3564756459515506,-0.3810286436439025,4.0,44.0,307.0,4H,-0.1347162540323441
1128,HL/2,2.0,-0.3702409464879752,-0.3698650470796107,5.0,71.0,366.0,4H,-0.135082808488559
1129,open,98.0,-0.7872392415727212,-0.7844167037163259,2.0,148.0,409.0,4H,-0.1351775340305883
1130,low,14.0,-0.3245588027742809,-0.3184298333467896,6.0,66.0,288.0,4H,-0.1353649190798199
1131,HLC/3,235.0,-0.3599603675860863,-0.390037299290809,1.0,48.0,421.0,4H,-0.1362106642354655
1132,HLC/3,233.0,-0.3604943306503703,-0.3904255412211233,2.0,48.0,199.0,4H,-0.1363231842230143
1133,open,94.0,-0.7972888504311684,-0.7945771493163023,2.0,119.0,170.0,4H,-0.1363339186475995
1134,low,119.0,-0.8325047964764398,-0.8141776100440785,1.0,120.0,65.0,4H,-0.1394404033175299
1135,low,117.0,-0.8341190460960166,-0.8137947723892972,4.0,133.0,441.0,4H,-0.1395085982299471
1136,low,114.0,-0.8364103481150483,-0.8182991949013282,4.0,209.0,8.0,4H,-0.1398933823948797
1137,low,104.0,-0.8440742822429651,-0.8338491689511919,4.0,133.0,179.0,4H,-0.1412026085636376
1138,high,66.0,-0.8534920529056718,-0.8278586137762168,6.0,371.0,299.0,4H,-0.1413856116436011
1139,close,82.0,-0.860364837000743,-0.8462654741759235,5.0,385.0,13.0,4H,-0.1428070854074894
1140,HLCC/4,7.0,-0.834508343971876,-0.8969539390255774,2.0,416.0,444.0,4H,-0.1441297407280357
1141,HLCC/4,7.0,-0.834508343971876,-0.8969539390255774,5.0,399.0,319.0,4H,-0.1441297407280357
1142,high,252.0,-0.4065687682375729,-0.4637272756003961,2.0,50.0,359.0,4H,-0.1444903620336156
1143,close,80.0,-0.8849705707729838,-0.8720530775330054,4.0,254.0,276.0,4H,-0.1456053210837058
1144,HLC/3,271.0,-0.517118491535682,-0.6071121320763223,2.0,51.0,236.0,4H,-0.1464264926394941
1145,close,44.0,-0.8808248165255196,-0.906943615463739,2.0,223.0,100.0,4H,-0.147291134423199
1146,low,4.0,-0.5983453317010473,-0.5533860020625332,1.0,103.0,141.0,4H,-0.1490481850918183
1147,close,44.0,-0.9300763307187616,-0.8912970627494656,5.0,290.0,33.0,4H,-0.1491192416169921
1148,close,39.0,-0.930931057762596,-0.8923527035791067,5.0,354.0,48.0,4H,-0.1492237735598478
1149,HL/2,9.0,-0.9253171649703144,-0.9088745388211218,2.0,176.0,168.0,4H,-0.1498366940694177
1150,high,244.0,-0.6350881864056847,-0.6700678312335098,4.0,85.0,443.0,4H,-0.1504345518769791
1151,low,125.0,-0.944164129365123,-0.9393528492841428,4.0,307.0,254.0,4H,-0.1525148323539029
1152,low,125.0,-0.944164129365123,-0.9393528492841428,4.0,329.0,390.0,4H,-0.1525148323539029
1153,close,73.0,-0.9526248090797624,-0.9440504285986406,2.0,287.0,229.0,4H,-0.1532236102259419
1154,low,124.0,-0.9512868928882432,-0.9467777919005148,3.0,329.0,112.0,4H,-0.1532991883760938
1155,low,123.0,-0.957716948073245,-0.9535018914218528,4.0,312.0,431.0,4H,-0.1540066855721616
1156,HLC/3,72.0,-0.960066294855459,-0.9672817578441164,2.0,234.0,3.0,4H,-0.1548714640717566
1157,HLCC/4,280.0,-0.6743726980561969,-0.6930200832671639,4.0,51.0,342.0,4H,-0.1552072231732273
1158,HLC/3,266.0,-0.9763638586640724,-0.9776582083253966,3.0,92.0,18.0,4H,-0.1562978170511146
1159,HL/2,270.0,-0.9810489383162176,-0.9822073528071996,6.0,91.0,69.0,4H,-0.1567898512645404
1160,low,119.0,-0.9837620490441438,-0.9810931004224548,1.0,354.0,87.0,4H,-0.1568748869374411
1161,HLCC/4,70.0,-0.9837953526994018,-0.9882846445382586,5.0,347.0,486.0,4H,-0.1572590333764498
1162,low,115.0,-0.989753235151682,-0.987608675782856,4.0,352.0,195.0,4H,-0.1575399146698681
1163,HLCC/4,71.0,-0.9868039391517592,-0.990822201702891,3.0,397.0,417.0,4H,-0.1575537937562319
1164,close,300.0,-0.6900518387408806,-0.7146455891109103,4.0,59.0,475.0,4H,-0.1580110554475422
1165,low,112.0,-0.9953098734319668,-0.9938237000223686,6.0,250.0,457.0,4H,-0.1581645746098128
1166,HLCC/4,74.0,-0.994343330459014,-0.9968522240384372,3.0,388.0,325.0,4H,-0.1582738060874804
1167,HL/2,282.0,-0.8161349688547687,-0.81503092924492,4.0,86.0,422.0,4H,-0.1586216423637848
1168,low,100.0,-0.998633991262846,-0.9992794264755585,6.0,252.0,415.0,4H,-0.1586296723756201
1170,HLCC/4,77.0,-0.9989960475731012,-0.9998422179243622,2.0,273.0,262.0,4H,-0.1586786184795686
1171,HLCC/4,77.0,-0.9989960475731012,-0.9998422179243622,1.0,308.0,487.0,4H,-0.1586786184795686
1169,HLCC/4,77.0,-0.9989960475731012,-0.9998422179243622,6.0,343.0,93.0,4H,-0.1586786184795686
1172,low,106.0,-0.9998725607580946,-0.9995417466616452,2.0,371.0,322.0,4H,-0.1587091112685086
7,HLC/3,259.0,-0.8181718777372509,-0.8172707672355405,2.0,84.0,349.0,4H,-0.15889878913431696
1173,low,292.0,-0.7062830640060478,-0.7268401958208888,4.0,68.0,59.0,4H,-0.1601410132408943
1174,HLCC/4,287.0,-0.8408148982521809,-0.8399985323277639,3.0,83.0,157.0,4H,-0.1618241714087757
1175,OHLC/4,285.0,-0.7173535840200453,-0.7388458312685965,5.0,59.0,304.0,4H,-0.1618548417846359
1176,high,266.0,-0.7239791171575128,-0.7457971696255147,4.0,54.0,398.0,4H,-0.1628591832309142
1177,low,232.0,-0.5359327160886239,-0.5049606479776385,5.0,44.0,254.0,4H,-0.1629906139026301
1178,high,299.0,-0.7292091187843437,-0.7537953933182407,2.0,62.0,197.0,4H,-0.1638319192597694
1179,OHLC/4,289.0,-0.7382249543415016,-0.759679115032002,2.0,55.0,44.0,4H,-0.1649312555999645
1180,high,242.0,-0.6865921065380427,-0.7084157284395775,2.0,63.0,148.0,4H,-0.1694320896168413
1181,open,221.0,-0.5986918236390883,-0.602330134755772,2.0,51.0,82.0,4H,-0.1715491819532246
1182,HLC/3,288.0,-0.7203774106697677,-0.7558578710567392,6.0,57.0,369.0,4H,-0.1759273693066719
1183,HLC/3,282.0,-0.7213958996286444,-0.7571304916875502,5.0,65.0,433.0,4H,-0.1761089666327743
1184,HLC/3,2.0,-0.505329739095421,-0.5064024509156287,4.0,49.0,29.0,4H,-0.1831304795869242
1185,HLCC/4,280.0,-0.8837935787655865,-0.908435580356944,1.0,55.0,385.0,4H,-0.1858852749676301
